product_id,product_name,category,region,priority,price,user_id
1229,Belt,Clothing,South,Low,1714,2261
1230,Socks,Clothing,East,Medium,918,2044
1231,Football,Sports,North,Low,1689,2316
1232,Tablet,Electronics,South,High,56391,6571
1233,Scissors,Stationery,Central,Low,286,3658
1234,Bat,Sports,East,Medium,3695,7525
1235,Shoes,Clothing,West,Medium,2011,2180
1236,Sweater,Clothing,West,Medium,2670,8161
1237,Eraser,Stationery,North,Low,193,8702
1238,Wardrobe,Furniture,East,Low,33575,2156
1239,Stool,Furniture,West,High,32828,9685
1240,Scissors,Stationery,Central,Low,19,2409
1241,Folder,Stationery,South,Low,173,7752
1242,Gloves,Clothing,North,Low,1888,4684
1243,Socks,Clothing,West,Low,4822,9509
1244,Charger,Electronics,Central,High,32110,1589
1245,Wardrobe,Furniture,Central,Medium,21707,9028
1246,Scissors,Stationery,Central,Low,151,4810
1247,Stool,Furniture,East,Low,37388,4446
1248,Jeans,Clothing,West,Medium,5852,2160
1249,Phone,Electronics,East,Low,30611,8830
1250,Folder,Stationery,South,High,74,
1251,Bookshelf,Furniture,Central,Low,40962,8869
1252,Eraser,Stationery,North,Low,144,4841
1253,Frisbee,Sports,East,High,4924,1824
1254,Stapler,Stationery,South,Medium,325,8540
1255,Stool,Furniture,North,Low,48558,6647
1256,Folder,Stationery,North,High,247,
1257,Cap,Clothing,West,Low,1129,9292
1258,Stool,Furniture,South,Low,31404,7206
1259,Sofa,Furniture,South,Low,27914,
1260,Skipping Rope,Sports,North,Low,1510,3625
1261,Chair,Furniture,South,Low,22701,2247
1262,Belt,Clothing,East,Low,5913,
1263,Racket,Sports,Central,Medium,7912,8308
1264,Pen,Stationery,East,Medium,71,6528
1265,Headphones,Electronics,East,Medium,74084,6448
1266,Pen,Stationery,West,High,134,2938
1267,Bookshelf,Furniture,South,Low,10289,1168
1268,Phone,Electronics,South,Low,35830,2824
1269,Tablet,Electronics,South,Medium,1971,4202
1270,Yoga Mat,Sports,Central,Medium,2016,3923
1271,Phone,Electronics,North,Low,50838,6847
1272,T-Shirt,Clothing,Central,High,772,1947
1273,Scissors,Stationery,West,Medium,318,3968
1274,Charger,Electronics,East,Medium,2844,1331
1275,Net,Sports,East,Medium,8316,8655
1276,Camera,Electronics,North,Low,68053,
1277,Cabinet,Furniture,West,Low,23092,5932
1278,Marker,Stationery,East,Low,333,1427
1279,Glue,Stationery,Central,Low,359,7193
1280,Marker,Stationery,North,Medium,309,2917
1281,Wardrobe,Furniture,East,High,21329,9011
1282,Belt,Clothing,West,Low,4439,1518
1283,T-Shirt,Clothing,West,Low,2835,4240
1284,Charger,Electronics,North,Medium,63548,5092
1285,Chair,Furniture,West,Low,47423,2669
1286,Football,Sports,North,Low,7550,1294
1287,Racket,Sports,North,Low,1610,3695
1288,Chair,Furniture,East,Low,28506,3357
1289,Bench,Furniture,East,Low,5668,8216
1290,Charger,Electronics,Central,Low,44708,8599
1291,Headphones,Electronics,South,Medium,11101,9895
1292,Socks,Clothing,West,High,2831,3838
1293,Racket,Sports,West,Medium,4337,4637
1294,Gloves,Clothing,East,High,2716,4742
1295,Sofa,Furniture,East,Low,44622,5447
1296,T-Shirt,Clothing,East,High,5415,2405
1297,Mouse,Electronics,South,High,43237,
1298,Yoga Mat,Sports,West,High,3557,3998
1299,Mouse,Electronics,South,Medium,39567,9374
1300,Scarf,Clothing,South,Low,4723,6759
1301,T-Shirt,Clothing,East,High,790,3592
1302,Shoes,Clothing,East,Low,1132,5381
1303,Ruler,Stationery,South,Low,220,2261
1304,Net,Sports,West,Low,8514,2143
1305,Tablet,Electronics,North,Medium,71280,
1306,Marker,Stationery,North,Low,489,6566
1307,Highlighter,Stationery,Central,Low,60,2221
1308,Football,Sports,North,High,4125,5525
1309,Charger,Electronics,South,Low,29171,7967
1310,Highlighter,Stationery,East,Medium,454,9933
1311,Marker,Stationery,North,Medium,295,2217
1312,Jeans,Clothing,South,High,3180,1231
1313,Bench,Furniture,South,Low,38276,9493
1314,Sofa,Furniture,East,High,10361,4078
1315,Skipping Rope,Sports,Central,Low,5693,
1316,Shoes,Clothing,East,Low,4609,
1317,Mouse,Electronics,East,Medium,77021,6876
1318,Socks,Clothing,North,Medium,5364,9963
1319,Belt,Clothing,East,Medium,5856,3311
1320,Sofa,Furniture,Central,Medium,28119,1967
1321,Jacket,Clothing,North,High,4704,5265
1322,Yoga Mat,Sports,North,Medium,7280,6354
1323,Belt,Clothing,East,Low,4407,3171
1324,Dumbbell,Sports,South,Medium,797,6969
1325,Lamp,Furniture,West,Low,36663,5602
1326,Sweater,Clothing,East,Low,3940,6800
1327,Yoga Mat,Sports,West,Low,1988,6723
1328,Bench,Furniture,South,High,23838,4833
1329,Sofa,Furniture,West,Low,46204,5117
1330,Phone,Electronics,West,Low,72492,2501
1331,Eraser,Stationery,East,Low,47,2024
1332,Folder,Stationery,East,High,139,
1333,Chair,Furniture,Central,Low,26054,8468
1334,Cabinet,Furniture,North,High,14079,5696
1335,Net,Sports,Central,Low,2408,3387
1336,Skipping Rope,Sports,East,Low,4754,5816
1337,Net,Sports,North,High,3574,3554
1338,Dumbbell,Sports,North,Low,8124,4328
1339,Jacket,Clothing,Central,Low,597,3266
1340,Speaker,Electronics,North,High,72335,2846
1341,Skipping Rope,Sports,East,High,6558,1611
1342,Belt,Clothing,Central,Low,4948,1734
1343,Stapler,Stationery,West,High,37,4280
1344,Bat,Sports,South,Medium,2815,9277
1345,Keyboard,Electronics,North,High,30382,2845
1346,Yoga Mat,Sports,Central,Low,6861,9008
1347,Headphones,Electronics,West,Low,17194,2230
1348,Frisbee,Sports,West,Low,7611,8890
1349,Ball,Sports,West,High,4989,1716
1350,Socks,Clothing,Central,High,4747,5284
1351,T-Shirt,Clothing,North,High,2970,1253
1352,Gloves,Clothing,Central,Low,3437,8081
1353,Frisbee,Sports,South,Low,369,2594
1354,Racket,Sports,North,Low,3836,7128
1355,Gloves,Clothing,North,Medium,4357,7830
1356,Jacket,Clothing,West,Low,1113,8255
1357,Speaker,Electronics,West,Low,13999,9635
1358,Frisbee,Sports,South,Low,7799,8863
1359,Stool,Furniture,South,Low,41522,4959
1360,Sweater,Clothing,East,High,4277,7875
1361,Shoes,Clothing,West,Low,4053,9082
1362,Headphones,Electronics,East,Low,72735,3719
1363,Chair,Furniture,North,Low,11524,2480
1364,Racket,Sports,North,Medium,8523,6019
1365,Stool,Furniture,Central,Low,40663,9519
1366,Charger,Electronics,North,High,59573,3969
1367,Football,Sports,South,Low,1545,3468
1368,Speaker,Electronics,West,Low,62462,9371
1369,Bat,Sports,Central,Low,6296,2231
1370,Racket,Sports,South,Low,2788,
1371,Ruler,Stationery,North,High,76,1572
1372,Monitor,Electronics,South,Medium,2120,4483
1373,Glue,Stationery,North,Medium,76,2826
1374,Belt,Clothing,North,Low,731,9632
1375,Sofa,Furniture,South,Low,15925,6472
1376,Bat,Sports,East,Low,6194,6931
1377,Tablet,Electronics,East,Medium,32452,7652
1378,Frisbee,Sports,East,Low,5076,1261
1379,Wardrobe,Furniture,East,Medium,23058,
1380,Skipping Rope,Sports,Central,Medium,1345,3546
1381,Highlighter,Stationery,East,Low,92,6956
1382,Camera,Electronics,East,Medium,2343,2844
1383,Skipping Rope,Sports,West,Medium,4890,8305
1384,Monitor,Electronics,West,High,41093,2820
1385,T-Shirt,Clothing,North,High,2293,9847
1386,Stool,Furniture,West,High,22724,9621
1387,Gloves,Clothing,West,Medium,4610,5277
1388,Jacket,Clothing,East,Medium,5840,
1389,Racket,Sports,Central,Low,7419,8157
1390,Table,Furniture,West,Low,20207,3457
1391,Camera,Electronics,Central,Medium,17926,8124
1392,Ruler,Stationery,West,Medium,288,1175
1393,Phone,Electronics,North,Medium,55382,5091
1394,Helmet,Sports,East,High,1393,1681
1395,Charger,Electronics,South,Medium,45751,6327
1396,Gloves,Clothing,South,Low,2172,2311
1397,Speaker,Electronics,North,Low,18746,3109
1398,Glue,Stationery,Central,Medium,36,7342
1399,Frisbee,Sports,East,Low,5228,6171
1400,Monitor,Electronics,Central,Medium,15262,7046
1401,Pen,Stationery,North,Low,147,7502
1402,Eraser,Stationery,South,Medium,311,8280
1403,Folder,Stationery,East,High,335,1456
1404,Sofa,Furniture,East,Low,36610,5717
1405,Eraser,Stationery,North,High,121,1250
1406,Net,Sports,West,Medium,2682,9332
1407,Pen,Stationery,South,Low,62,1699
1408,Skipping Rope,Sports,South,Medium,5062,7570
1409,Mouse,Electronics,North,Low,48976,1767
1410,Ball,Sports,West,Medium,2542,5841
1411,Shoes,Clothing,West,Low,1936,3823
1412,Tablet,Electronics,Central,Medium,68698,9065
1413,Football,Sports,East,Low,8608,8499
1414,Keyboard,Electronics,Central,Medium,20911,9327
1415,Frisbee,Sports,North,Low,8496,8491
1416,Speaker,Electronics,North,Medium,57391,5244
1417,Socks,Clothing,East,Low,4223,8599
1418,Lamp,Furniture,East,Medium,34300,3615
1419,Scissors,Stationery,Central,High,421,3365
1420,Gloves,Clothing,West,Low,3167,7787
1421,Belt,Clothing,East,Low,3224,1922
1422,Table,Furniture,East,High,45100,3159
1423,Shoes,Clothing,South,Low,259,1391
1424,Lamp,Furniture,East,Low,28049,1331
1425,Helmet,Sports,North,Low,7086,3373
1426,Frisbee,Sports,North,Medium,3885,3583
1427,Bookshelf,Furniture,South,Low,37636,4477
1428,Sofa,Furniture,North,High,7239,2098
1429,Sofa,Furniture,North,Low,21283,1027
1430,Net,Sports,East,Medium,769,3065
1431,Helmet,Sports,West,Low,3615,2872
1432,Sofa,Furniture,North,Medium,49336,9821
1433,Headphones,Electronics,East,Low,48629,1152
1434,Bench,Furniture,East,High,9965,9448
1435,Scarf,Clothing,North,Low,4265,6491
1436,T-Shirt,Clothing,South,High,1965,8478
1437,Wardrobe,Furniture,South,Low,15692,7344
1438,Jacket,Clothing,Central,Low,958,2852
1439,Charger,Electronics,South,Low,41063,3194
1440,Bench,Furniture,Central,Medium,13931,5347
1441,Net,Sports,West,High,5135,2462
1442,Notebook,Stationery,North,High,172,2214
1443,Scissors,Stationery,North,High,49,2914
1444,Dumbbell,Sports,Central,Low,2532,7862
1445,Table,Furniture,Central,Low,26506,1002
1446,Keyboard,Electronics,North,Low,18524,4059
1447,Camera,Electronics,Central,Medium,70051,9519
1448,Headphones,Electronics,South,Low,13289,7102
1449,Charger,Electronics,South,Low,78455,1439
1450,Jeans,Clothing,South,Medium,3132,5128
1451,Charger,Electronics,West,Low,58432,7203
1452,Charger,Electronics,West,Low,56337,2728
1453,Belt,Clothing,Central,Medium,3454,7246
1454,Headphones,Electronics,South,Medium,3291,3868
1455,Glue,Stationery,North,Low,458,2631
1456,Highlighter,Stationery,North,High,239,1467
1457,Headphones,Electronics,East,Medium,20766,
1458,Speaker,Electronics,West,Medium,55985,6715
1459,Lamp,Furniture,South,High,45591,7853
1460,Gloves,Clothing,North,Low,4869,3844
1461,Socks,Clothing,Central,High,4812,8347
1462,Shoes,Clothing,North,Medium,2753,1700
1463,Socks,Clothing,East,Low,4643,9638
1464,Scissors,Stationery,Central,High,279,6877
1465,Stool,Furniture,East,Medium,28590,1596
1466,Helmet,Sports,South,Medium,1173,7229
1467,Cabinet,Furniture,East,Low,41283,4563
1468,Table,Furniture,North,Medium,39644,7903
1469,Notebook,Stationery,East,Low,260,6573
1470,Bookshelf,Furniture,East,Low,34229,2926
1471,Shoes,Clothing,North,Medium,1151,7650
1472,Skipping Rope,Sports,North,Low,6001,3749
1473,Bat,Sports,West,Low,7968,3892
1474,Lamp,Furniture,East,Low,23057,
1475,Chair,Furniture,East,Medium,22892,5038
1476,Mouse,Electronics,West,Low,17181,7872
1477,Frisbee,Sports,South,Low,2346,
1478,T-Shirt,Clothing,South,High,1893,4134
1479,Eraser,Stationery,Central,High,445,9677
1480,Tablet,Electronics,North,Low,64921,3906
1481,T-Shirt,Clothing,North,Medium,1799,9086
1482,Glue,Stationery,North,Low,184,
1483,Speaker,Electronics,Central,Low,9116,4643
1484,Chair,Furniture,Central,Medium,31084,1152
1485,Ball,Sports,East,Low,5729,8154
1486,Eraser,Stationery,West,Low,182,7347
1487,Marker,Stationery,South,Low,360,3533
1488,Eraser,Stationery,North,Medium,174,3298
1489,Jacket,Clothing,West,High,5534,9659
1490,Wardrobe,Furniture,Central,Low,5440,2523
1491,Scarf,Clothing,North,Low,350,5440
1492,Racket,Sports,South,High,7920,
1493,Mouse,Electronics,Central,High,10294,9326
1494,Ruler,Stationery,South,High,338,3350
1495,Jeans,Clothing,South,High,2817,7805
1496,T-Shirt,Clothing,Central,Low,5388,
1497,Frisbee,Sports,North,Medium,5754,6201
1498,Cap,Clothing,North,Low,4510,7252
1499,Folder,Stationery,West,Low,343,6621
1500,Wardrobe,Furniture,North,Medium,28525,5375
1501,Gloves,Clothing,North,Low,1882,8521
1502,Notebook,Stationery,North,Low,182,3427
1503,Bookshelf,Furniture,West,Low,38512,6230
1504,Racket,Sports,East,Medium,1520,8926
1505,Net,Sports,West,Low,493,1090
1506,Jacket,Clothing,West,Medium,4276,2813
1507,Stool,Furniture,South,Medium,5068,7405
1508,Net,Sports,West,Low,894,3581
1509,Jacket,Clothing,East,Low,1600,5651
1510,Football,Sports,North,Medium,462,6078
1511,Jacket,Clothing,South,Low,3178,2158
1512,Jacket,Clothing,West,Medium,371,3295
1513,Sofa,Furniture,North,Medium,5911,5835
1514,Phone,Electronics,East,Medium,43406,5790
1515,Charger,Electronics,East,Low,44319,7438
1516,Marker,Stationery,South,High,228,8708
1517,Stapler,Stationery,West,Low,58,7915
1518,Glue,Stationery,South,High,498,7352
1519,Desk,Furniture,East,Medium,24784,3548
1520,Camera,Electronics,West,High,3261,1143
1521,Eraser,Stationery,North,Low,300,8827
1522,Racket,Sports,West,Low,7941,8840
1523,Highlighter,Stationery,South,Low,354,1094
1524,Keyboard,Electronics,East,High,75981,
1525,Net,Sports,Central,Low,3658,7625
1526,Mouse,Electronics,West,Medium,26723,3553
1527,Bench,Furniture,West,Low,25357,8496
1528,Scarf,Clothing,South,High,1653,1679
1529,Gloves,Clothing,Central,Medium,5526,5927
1530,Helmet,Sports,East,High,8236,2719
1531,Marker,Stationery,North,Low,20,4658
1532,Scarf,Clothing,West,Low,2205,7878
1533,Glue,Stationery,East,Low,114,1993
1534,Chair,Furniture,Central,Medium,37910,3209
1535,Scarf,Clothing,South,Medium,1218,9202
1536,Jacket,Clothing,North,Medium,5966,4025
1537,Speaker,Electronics,North,Low,35610,6911
1538,Cabinet,Furniture,South,Low,6501,7792
1539,Yoga Mat,Sports,North,Medium,7024,7673
1540,Marker,Stationery,West,Medium,14,3609
1541,Gloves,Clothing,South,Low,1952,5117
1542,Laptop,Electronics,North,Low,42750,3817
1543,Cap,Clothing,North,Low,5443,9764
1544,Lamp,Furniture,North,Low,34142,3193
1545,Tablet,Electronics,East,Low,21629,3628
1546,Sweater,Clothing,North,High,3082,1566
1547,Gloves,Clothing,East,Medium,5573,7515
1548,Scissors,Stationery,Central,Medium,186,8096
1549,Shoes,Clothing,North,Low,1738,4614
1550,Pen,Stationery,Central,Medium,134,8969
1551,Bookshelf,Furniture,South,Low,38215,6379
1552,Scissors,Stationery,West,Medium,382,9028
1553,Keyboard,Electronics,Central,Low,40709,1852
1554,Wardrobe,Furniture,West,High,48781,5305
1555,Cap,Clothing,East,Medium,603,5088
1556,Socks,Clothing,North,High,798,2623
1557,Scarf,Clothing,West,High,1033,6264
1558,Wardrobe,Furniture,Central,Low,47718,5143
1559,Belt,Clothing,North,Medium,4980,4769
1560,Stool,Furniture,South,Low,9659,2889
1561,Bench,Furniture,Central,Low,23337,7266
1562,Desk,Furniture,North,Low,12929,6170
1563,Socks,Clothing,West,Medium,4527,6986
1564,Laptop,Electronics,North,Low,53738,8594
1565,Chair,Furniture,Central,High,22714,2378
1566,Stool,Furniture,South,Medium,37782,6418
1567,T-Shirt,Clothing,Central,Low,1286,5181
1568,Laptop,Electronics,East,Low,19624,3774
1569,Marker,Stationery,East,Medium,127,8109
1570,Ball,Sports,East,Low,2496,9247
1571,Highlighter,Stationery,North,Medium,161,
1572,Bench,Furniture,North,Low,29625,6274
1573,Net,Sports,North,High,6313,2909
1574,T-Shirt,Clothing,West,Medium,1786,7526
1575,Camera,Electronics,Central,High,42445,7804
1576,Cabinet,Furniture,North,Low,29454,6672
1577,Dumbbell,Sports,North,Low,5064,3533
1578,Stapler,Stationery,Central,High,351,6153
1579,Chair,Furniture,East,High,42132,8961
1580,Football,Sports,West,High,5128,8832
1581,Net,Sports,South,Medium,868,1525
1582,Jeans,Clothing,South,Medium,3042,1209
1583,Jeans,Clothing,West,Medium,1147,2292
1584,Bat,Sports,North,Medium,6069,8484
1585,Monitor,Electronics,South,High,38835,9782
1586,Jeans,Clothing,Central,Low,5966,2261
1587,Stool,Furniture,South,Medium,37155,1641
1588,Cabinet,Furniture,North,Low,36062,4258
1589,Football,Sports,West,Medium,3182,7493
1590,Helmet,Sports,East,Low,1019,9605
1591,Yoga Mat,Sports,North,High,7605,7599
1592,Scarf,Clothing,North,Low,3455,4228
1593,Stapler,Stationery,North,Low,187,9583
1594,Helmet,Sports,East,High,860,8992
1595,Cabinet,Furniture,North,Medium,19575,9318
1596,Net,Sports,North,Low,1348,6545
1597,Pen,Stationery,South,High,417,3858
1598,Table,Furniture,Central,High,47809,
1599,Skipping Rope,Sports,North,Medium,1720,7980
1600,Scissors,Stationery,Central,Medium,222,3604
1601,Bat,Sports,South,Medium,2607,5356
1602,Highlighter,Stationery,North,High,462,7071
1603,Eraser,Stationery,East,Medium,422,3149
1604,Bookshelf,Furniture,West,Medium,11007,3889
1605,Notebook,Stationery,North,High,438,7483
1606,Ball,Sports,West,Low,497,6875
1607,Chair,Furniture,Central,Low,24091,2337
1608,Helmet,Sports,West,Low,8133,5554
1609,Ruler,Stationery,Central,High,60,2778
1610,Bat,Sports,West,Medium,6799,8285
1611,Jeans,Clothing,Central,Low,353,5957
1612,Sofa,Furniture,North,Low,16230,4737
1613,Shoes,Clothing,Central,High,1433,
1614,Marker,Stationery,East,Low,98,3965
1615,Glue,Stationery,West,Medium,131,5310
1616,Racket,Sports,North,Low,929,7351
1617,Belt,Clothing,North,Low,1697,3553
1618,Camera,Electronics,South,Low,73810,4183
1619,Shoes,Clothing,East,High,2781,6724
1620,Scarf,Clothing,East,Medium,4852,5979
1621,Cabinet,Furniture,East,Medium,49163,8645
1622,Skipping Rope,Sports,North,High,5543,2157
1623,Eraser,Stationery,South,Low,278,8859
1624,Sweater,Clothing,North,Low,1641,8178
1625,Scarf,Clothing,West,High,2058,
1626,Scarf,Clothing,East,High,4573,1040
1627,Scissors,Stationery,Central,Medium,37,
1628,Sofa,Furniture,North,Medium,19266,8625
1629,Eraser,Stationery,South,Low,434,2322
1630,Keyboard,Electronics,North,High,2542,6971
1631,Socks,Clothing,North,Low,961,5219
1632,Dumbbell,Sports,North,Low,1778,2130
1633,Table,Furniture,South,High,29961,2681
1634,Monitor,Electronics,North,Low,43885,9685
1635,Glue,Stationery,Central,Low,198,8260
1636,Stapler,Stationery,West,Medium,277,7016
1637,Cabinet,Furniture,Central,Low,25516,3703
1638,Yoga Mat,Sports,East,Low,1589,4648
1639,Bench,Furniture,West,Medium,10671,1741
1640,Scissors,Stationery,South,Medium,174,9268
1641,Laptop,Electronics,West,Low,3222,8124
1642,Football,Sports,East,Low,3528,8634
1643,Jacket,Clothing,North,Low,2253,6802
1644,Highlighter,Stationery,West,Low,68,8292
1645,Scarf,Clothing,West,Low,1044,8857
1646,Mouse,Electronics,East,Medium,8951,4642
1647,Marker,Stationery,West,Low,161,8134
1648,Marker,Stationery,South,High,355,5511
1649,Jacket,Clothing,North,Medium,640,9467
1650,Jeans,Clothing,North,Medium,3082,8723
1651,Racket,Sports,North,High,638,
1652,Sweater,Clothing,West,Low,4340,9752
1653,Socks,Clothing,South,Low,5967,1695
1654,Net,Sports,North,Medium,732,4023
1655,Yoga Mat,Sports,South,Medium,3892,8179
1656,Mouse,Electronics,North,Medium,21044,6928
1657,Marker,Stationery,South,Low,410,4942
1658,Stool,Furniture,North,Low,48963,2110
1659,Bookshelf,Furniture,North,Low,42863,5375
1660,Yoga Mat,Sports,North,High,8465,2004
1661,Belt,Clothing,North,Low,3283,
1662,Ruler,Stationery,West,Medium,341,9030
1663,Cap,Clothing,East,Low,1938,7882
1664,Lamp,Furniture,East,Medium,24980,5039
1665,Glue,Stationery,East,Low,23,9580
1666,Football,Sports,South,Medium,4430,4918
1667,Keyboard,Electronics,West,Medium,42651,9826
1668,Jeans,Clothing,Central,Low,2076,9271
1669,Belt,Clothing,West,Medium,1273,8351
1670,Camera,Electronics,Central,Medium,45090,6856
1671,Socks,Clothing,Central,Low,4895,7389
1672,Sofa,Furniture,East,Low,22830,8517
1673,Belt,Clothing,West,Low,368,
1674,Bench,Furniture,Central,Low,30812,6186
1675,Cabinet,Furniture,West,Low,29940,4553
1676,Belt,Clothing,North,Medium,4407,9803
1677,Gloves,Clothing,South,Low,4853,9566
1678,Charger,Electronics,South,Medium,31881,5622
1679,Highlighter,Stationery,Central,Medium,26,
1680,Wardrobe,Furniture,Central,Low,21636,4004
1681,Racket,Sports,West,Low,3939,6714
1682,Jeans,Clothing,East,Medium,3212,4017
1683,Cabinet,Furniture,Central,Low,21199,4920
1684,Desk,Furniture,Central,Medium,34371,4515
1685,Bookshelf,Furniture,Central,High,8310,4574
1686,Scissors,Stationery,North,High,277,4132
1687,Helmet,Sports,South,Low,2516,1465
1688,Keyboard,Electronics,Central,Low,54124,8839
1689,Shoes,Clothing,South,Low,2850,5836
1690,Socks,Clothing,West,Medium,1351,
1691,Scissors,Stationery,South,Low,125,9939
1692,Dumbbell,Sports,South,Medium,3753,8377
1693,T-Shirt,Clothing,South,Medium,1593,3798
1694,Yoga Mat,Sports,West,Low,2434,8491
1695,Notebook,Stationery,Central,Low,446,3670
1696,Keyboard,Electronics,West,Medium,5233,3524
1697,Marker,Stationery,South,Low,296,3059
1698,Monitor,Electronics,Central,High,56493,6448
1699,Monitor,Electronics,East,Medium,29520,1982
1700,Cabinet,Furniture,South,High,21903,9195
1701,Speaker,Electronics,Central,Medium,14829,5243
1702,Stapler,Stationery,North,Medium,456,3133
1703,Gloves,Clothing,East,Medium,882,7488
1704,Eraser,Stationery,South,Medium,222,6762
1705,Frisbee,Sports,South,High,804,2542
1706,Bat,Sports,North,Low,2570,9123
1707,Net,Sports,East,Medium,6864,7455
1708,Ruler,Stationery,East,Low,92,2796
1709,Gloves,Clothing,Central,High,3060,1306
1710,Yoga Mat,Sports,Central,Medium,3974,8071
1711,Helmet,Sports,South,Medium,2375,9840
1712,Cabinet,Furniture,North,Low,17654,7214
1713,Racket,Sports,South,Medium,5798,6758
1714,Gloves,Clothing,West,High,3129,6889
1715,Eraser,Stationery,East,Low,25,1251
1716,Pen,Stationery,North,Medium,182,1880
1717,Phone,Electronics,North,Low,37503,2432
1718,Cabinet,Furniture,West,High,21748,8675
1719,Laptop,Electronics,North,High,59875,7129
1720,Marker,Stationery,Central,High,150,4501
1721,Scarf,Clothing,Central,Low,3751,5426
1722,Table,Furniture,East,Medium,19644,2185
1723,Yoga Mat,Sports,East,Low,8976,8370
1724,Notebook,Stationery,East,Medium,459,7026
1725,Folder,Stationery,East,Medium,183,5313
1726,Bench,Furniture,West,Low,15624,7037
1727,Bat,Sports,North,Medium,636,7871
1728,Headphones,Electronics,West,Low,3172,4541
1729,Scarf,Clothing,South,High,4054,9904
1730,Cabinet,Furniture,North,Low,16341,9918
1731,Table,Furniture,East,Low,26921,2570
1732,Helmet,Sports,Central,High,4529,7186
1733,Bench,Furniture,West,Low,44111,6891
1734,Shoes,Clothing,West,Low,3659,4810
1735,Ball,Sports,North,Medium,2938,5549
1736,Pen,Stationery,East,Medium,406,9623
1737,Frisbee,Sports,West,Low,8035,9563
1738,Frisbee,Sports,East,Low,3639,2126
1739,Notebook,Stationery,North,Medium,54,2878
1740,Wardrobe,Furniture,West,Low,2969,6000
1741,Ball,Sports,Central,Medium,2425,7071
1742,Table,Furniture,North,Medium,30853,5119
1743,T-Shirt,Clothing,West,Low,2800,5088
1744,Socks,Clothing,North,Low,2882,
1745,Highlighter,Stationery,Central,Low,91,5391
1746,Highlighter,Stationery,West,Low,46,4560
1747,Frisbee,Sports,North,High,188,1404
1748,Gloves,Clothing,Central,Low,5759,4575
1749,Pen,Stationery,East,Low,485,2152
1750,Skipping Rope,Sports,East,Low,8214,4842
1751,Glue,Stationery,West,Medium,430,5985
1752,Stapler,Stationery,West,High,98,5194
1753,Belt,Clothing,Central,Low,5597,4199
1754,Desk,Furniture,North,Low,3977,7746
1755,Charger,Electronics,North,Medium,7009,9308
1756,Dumbbell,Sports,Central,Low,4404,9618
1757,Yoga Mat,Sports,East,Low,4689,7910
1758,Keyboard,Electronics,South,High,52279,2291
1759,Cabinet,Furniture,Central,Medium,7176,7467
1760,Socks,Clothing,North,Low,1551,5324
1761,Desk,Furniture,South,Medium,48599,9784
1762,Bat,Sports,South,Low,6966,6801
1763,Monitor,Electronics,East,Medium,40368,3360
1764,Phone,Electronics,South,Medium,16002,7272
1765,Helmet,Sports,East,Low,7316,9360
1766,Skipping Rope,Sports,Central,Medium,7208,5545
1767,Ruler,Stationery,East,High,94,4173
1768,Phone,Electronics,East,High,43067,8230
1769,Belt,Clothing,Central,Low,2182,3174
1770,Folder,Stationery,South,Low,228,2162
1771,Wardrobe,Furniture,South,Low,8790,4738
1772,Gloves,Clothing,North,Medium,3509,9945
1773,Cap,Clothing,Central,Low,3032,1619
1774,Cap,Clothing,West,Medium,1232,6233
1775,Desk,Furniture,South,High,31139,2613
1776,Ball,Sports,East,Low,6318,6859
1777,Scissors,Stationery,South,Medium,282,5903
1778,Net,Sports,West,Medium,7750,5675
1779,Lamp,Furniture,Central,High,20301,9270
1780,Sweater,Clothing,South,High,2498,5562
1781,Tablet,Electronics,West,Low,21399,
1782,T-Shirt,Clothing,East,Low,2764,7151
1783,Racket,Sports,South,Low,8591,4400
1784,Charger,Electronics,North,Low,55630,4091
1785,Shoes,Clothing,West,High,3621,7445
1786,Gloves,Clothing,South,Low,2548,6115
1787,Chair,Furniture,Central,Low,31179,7531
1788,Gloves,Clothing,West,Medium,3767,8516
1789,Shoes,Clothing,South,Medium,3985,9364
1790,Mouse,Electronics,North,Low,67173,2424
1791,Yoga Mat,Sports,East,Low,1441,6611
1792,Bench,Furniture,West,High,25466,9903
1793,Glue,Stationery,West,Low,233,8317
1794,Laptop,Electronics,West,Low,75475,9592
1795,Football,Sports,West,Low,7057,4507
1796,Desk,Furniture,Central,High,36824,7538
1797,Socks,Clothing,South,Low,2992,5572
1798,Gloves,Clothing,West,Low,1277,9713
1799,Glue,Stationery,West,High,144,6337
1800,Phone,Electronics,Central,Low,40170,
1801,Phone,Electronics,East,Medium,60248,4697
1802,Chair,Furniture,West,Low,35629,4720
1803,Folder,Stationery,East,Low,106,5831
1804,Belt,Clothing,North,High,5756,9532
1805,Skipping Rope,Sports,East,Medium,2662,1511
1806,Keyboard,Electronics,South,Medium,9125,6751
1807,Glue,Stationery,Central,Low,418,3036
1808,Scarf,Clothing,North,High,3784,4662
1809,Headphones,Electronics,Central,Medium,70476,6024
1810,Lamp,Furniture,South,Low,31058,8372
1811,Cap,Clothing,Central,Low,731,7809
1812,Desk,Furniture,Central,High,13690,3776
1813,Headphones,Electronics,North,High,75807,5760
1814,Ruler,Stationery,East,Low,306,1004
1815,Cabinet,Furniture,Central,Low,35401,5333
1816,Chair,Furniture,Central,High,31338,8079
1817,Ruler,Stationery,East,High,221,1911
1818,Yoga Mat,Sports,East,Low,7476,2302
1819,Cap,Clothing,South,Low,237,2411
1820,Chair,Furniture,West,High,5050,
