item_id,order_id,product_id,quantity,unit_price,discount_percent
I01382,O01513,P0039,3,80.02,15
I01383,O00584,P0012,3,740.37,0
I01384,O00282,P0365,5,306.88,30
I01385,O00743,P0307,1,889.74,0
I01386,O00684,P0500,3,674.48,0
I01387,O01193,P0094,1,1066.79,5
I01388,O01724,P0026,5,242.52,25
I01389,O01663,P0468,5,1062.78,30
I01390,O00609,P0446,5,1191.83,10
I01391,O01541,P0052,1,1193.71,10
I01392,O00191,P0471,3,1342.69,10
I01393,O00141,P0380,1,545.28,30
I01394,O00977,P0003,1,480.31,20
I01395,O01110,P0415,1,318.4,10
I01396,O01150,P0082,2,463.14,0
I01397,O01329,P0172,5,707.03,0
I01398,O00964,P0323,2,911.51,0
I01399,O01684,P0087,5,375.77,5
I01400,O01072,P0209,3,899.01,30
I01401,O01725,P0407,2,1029.46,20
I01402,O00881,P0281,2,1051.42,30
I01403,O01690,P0342,5,673.45,10
I01404,O01995,P0177,5,30.31,15
I01405,O00552,P0467,2,1214.69,30
I01406,O01448,P0439,4,348.12,10
I01407,O00003,P0332,1,857.37,15
I01408,O00519,P0303,2,321.63,30
I01409,O01189,P0095,1,866.61,5
I01410,O00473,P0068,2,1241.14,0
I01411,O00809,P0375,2,144.13,5
I01412,O01177,P0142,1,479.83,5
I01413,O99901,P0368,1,712.01,15
I01414,O00916,P0055,2,199.3,0
I01415,O00253,P0371,3,18.13,10
I01416,O01063,P0211,3,30.64,20
I01417,O01301,P0340,2,828.87,5
I01418,O01782,P0200,2,699.78,20
I01419,O00896,P0251,1,268.06,10
I01420,O00325,P0002,1,1000.43,0
I01421,O00593,P0384,2,256.97,15
I01422,O00289,P0057,3,712.35,10
I01423,O00029,P0481,-5,922.92,25
I01424,O00713,P0034,3,838.8,5
I01425,O01770,P0231,3,435.88,20
I01426,O00329,P0494,4,1053.09,5
I01427,O00036,P0225,2,1138.36,20
I01428,O01943,P0197,5,631.94,25
I01429,O00225,P0329,3,245.73,10
I01430,O00203,P0268,3,762.89,150
I01431,O00827,P0410,1,153.94,0
I01432,O00220,P0291,2,1399.21,10
I01433,O01552,P0130,5,494.54,30
I01434,O01086,P0295,2,251.15,20
I01435,O01964,P0271,1,562.27,10
I01436,O01135,P0394,4,376.33,30
I01437,O00397,P0175,2,428.5,0
I01438,O01566,P0376,4,578.89,10
I01439,O01201,P0357,2,595.46,15
I01440,O01233,P0343,5,1089.67,30
I01441,O00967,P0183,5,555.07,5
I01442,O00094,P0456,3,808.93,10
I01443,O01091,P0242,3,362.67,20
I01444,O01152,P0117,1,756.81,0
I01445,O00281,P0053,2,984.13,15
I01446,O00957,P0444,4,415.03,25
I01447,O01395,P0379,5,645.94,20
I01448,O01512,P0368,2,720.42,5
I01449,O00526,P0190,1,78.14,30
I01450,O00575,P0210,5,1013.65,20
I01451,O00698,P0458,2,756.46,30
I01452,O00513,P0061,5,77.34,25
I01453,O99906,P0383,2,569.95,0
I01454,O01109,P0244,2,1168.79,0
I01455,O01674,P0475,2,1341.23,15
I01456,O00182,P0455,5,587.12,30
I01457,O00569,P0118,1,954.08,15
I01458,O00731,P0357,4,498.72,25
I01459,O01514,P0357,1,459.51,30
I01460,O00395,P0011,2,1179.45,0
I01461,O01501,P0120,2,873.64,5
I01462,O00272,P0424,3,695.47,20
I01463,O00463,P0032,5,1236.09,0
I01464,O01869,P0017,2,928.29,10
I01465,O01559,P0322,3,956.96,15
I01466,O01708,P0079,2,238.01,20
I01467,O00768,P0194,1,335.81,25
I01468,O01829,P0090,4,158.86,0
I01469,O00434,P0044,1,48.22,0
I01470,O00470,P0213,2,502.77,10
I01471,O01137,P0366,5,955.52,30
I01472,O01200,P0461,3,168.69,20
I01473,O01218,P0081,5,296.1,30
I01474,O00871,P0111,2,925.98,30
I01475,O00572,P0429,3,17.44,10
I01476,O01503,P0311,1,589.84,5
I01477,O01583,P0208,5,1041.9,20
I01478,O01191,P0475,1,986.8,0
I01479,O01510,P0462,5,243.88,0
I01480,O01863,P0287,5,838.29,0
I01481,O01104,P0028,2,52.0,0
I01482,O01042,P0124,5,30.59,25
I01483,O01104,P0453,5,58.32,0
I01484,O00192,P0174,3,43.65,10
I01485,O01696,P0171,2,499.71,0
I01486,O01717,P0219,2,448.95,0
I01487,O01432,P0412,1,434.76,25
I01488,O00147,P0076,4,851.96,25
I01489,O00660,P0042,4,882.72,0
I01490,O01736,P0349,3,944.28,0
I01491,O01598,P0017,1,1212.14,0
I01492,O00063,P0442,1,328.96,10
I01493,O01655,P0085,5,645.38,0
I01494,O00985,P0043,1,846.66,20
I01495,O01327,P0402,3,1143.74,0
I01496,O01984,P0404,5,570.54,0
I01497,O00724,P0369,3,679.9,15
I01498,O01873,P0345,5,111.58,10
I01499,O00327,P0386,1,505.65,25
I01500,O01369,P0417,5,720.09,25
I01501,O01070,P0245,1,456.16,0
I01502,O00592,P0090,5,167.14,30
I01503,O00778,P0404,4,442.94,0
I01504,O00054,P0260,1,278.59,30
I01505,O00536,P0026,2,213.36,15
I01506,O00182,P0177,3,37.41,25
I01507,O00830,P0141,4,276.22,30
I01508,O00306,P0063,3,590.31,25
I01509,O00757,P0117,1,931.11,10
I01510,O01608,P0159,5,64.18,15
I01511,O01463,P0374,1,105.76,20
I01512,O00493,P0028,4,49.7,30
I01513,O00943,P0439,5,314.94,10
I01514,O01582,P0403,5,1424.73,25
I01515,O00125,P0095,3,654.55,200
I01516,O00803,P0476,3,726.11,25
I01517,O01875,P0064,5,412.77,0
I01518,O00530,P0134,2,636.16,25
I01519,O01804,P0486,2,190.9,25
I01520,O01565,P0100,2,91.13,25
I01521,O00549,P0332,2,679.3,0
I01522,O01427,P0345,4,108.96,30
I01523,O00350,P0348,5,392.57,30
I01524,O01497,P0331,3,298.11,15
I01525,O00498,P0153,4,48.83,0
I01526,O01731,P0189,5,1076.7,15
I01527,O01968,P0110,3,390.64,0
I01528,O01684,P0237,4,953.62,10
I01529,O00799,P0485,2,649.85,10
I01530,O01552,P0485,3,599.31,0
I01531,O00470,P0096,3,1114.73,10
I01532,O00602,P0279,2,1241.92,0
I01533,O00773,P0343,3,799.3,15
I01534,O00596,P0406,5,755.39,30
I01535,O01035,P0492,1,1122.75,5
I01536,O00495,P0375,5,146.68,25
I01537,O00565,P0266,3,954.82,0
I01538,O01428,P0239,1,849.23,10
I01539,O01309,P0020,1,1085.54,10
I01540,O00443,P0123,-2,744.94,10
I01541,O00528,P0100,5,108.39,10
I01542,O00809,P0453,2,76.16,0
I01543,O00194,P0413,5,584.25,20
I01544,O01800,P0270,1,198.51,25
I01545,O00407,P0025,2,1042.74,30
I01546,O00406,P0047,4,243.53,5
I01547,O00662,P0069,2,111.54,0
I01548,O00072,P0452,1,1068.45,0
I01549,O01560,P0471,5,1283.01,20
I01550,O00798,P0389,1,1157.82,20
I01551,O00834,P0492,5,997.49,25
I01552,O01867,P0457,2,778.76,5
I01553,O01661,P0421,1,100.14,30
I01554,O00850,P0055,1,198.72,25
I01555,O01073,P0066,1,566.63,5
I01556,O00968,P0353,4,318.0,10
I01557,O01221,P0374,1,118.29,15
I01558,O01272,P0470,2,755.06,15
I01559,O00709,P0189,2,1032.21,0
I01560,O00146,P0040,1,158.64,25
I01561,O00588,P0328,1,507.7,25
I01562,O00814,P0150,5,379.54,20
I01563,O01202,P0176,2,503.12,15
I01564,O01481,P0100,2,83.18,5
I01565,O00303,P0311,1,693.15,5
I01566,O00692,P0232,4,229.66,0
I01567,O00075,P0048,3,232.8,0
I01568,O01927,P0267,1,1063.48,10
I01569,O01623,P0323,3,655.13,5
I01570,O00878,P0253,4,1393.78,0
I01571,O00239,P0266,2,1180.64,15
I01572,O01923,P0400,1,1015.86,5
I01573,O01066,P0448,2,921.32,10
I01574,O01245,P0200,1,713.06,0
I01575,O00934,P0198,1,746.15,10
I01576,O00205,P0482,2,361.95,5
I01577,O00729,P0131,1,1047.72,15
I01578,O00894,P0261,-5,886.19,0
I01579,O00994,P0249,4,932.46,25
I01580,O01273,P0330,2,1361.69,25
I01581,O01536,P0426,1,334.8,0
I01582,O01136,P0124,1,24.23,25
I01583,O00702,P0230,-3,422.06,5
I01584,O01870,P0245,5,570.96,25
I01585,O00435,P0070,2,644.86,10
I01586,O00110,P0315,1,1040.4,10
I01587,O00037,P0232,5,271.67,0
I01588,O01157,P0260,5,270.99,0
I01589,O01176,P0412,2,356.74,0
I01590,O00523,P0366,5,1135.64,0
I01591,O01447,P0207,5,597.54,30
I01592,O01571,P0483,5,141.57,30
I01593,O01599,P0414,3,90.08,25
I01594,O01230,P0329,4,218.15,0
I01595,O00298,P0456,5,908.86,10
I01596,O01950,P0297,5,474.77,5
I01597,O00211,P0076,3,756.38,0
I01598,O00635,P0396,5,237.82,30
I01599,O00399,P0406,2,985.7,5
I01600,O01599,P0056,2,553.61,10
I01601,O01985,P0400,4,764.17,15
I01602,O01921,P0289,1,176.15,15
I01603,O01143,P0319,4,16.67,0
I01604,O00937,P0204,4,770.7,0
I01605,O01535,P0329,2,204.53,10
I01606,O01484,P0288,2,571.44,25
I01607,O01373,P0311,-5,591.5,10
I01608,O01946,P0333,5,39.34,0
I01609,O01551,P0337,1,1355.03,10
I01610,O00706,P0424,4,630.62,0
I01611,O01160,P0073,-5,219.97,15
I01612,O01648,P0175,2,434.59,15
I01613,O01116,P0303,2,405.58,15
I01614,O01605,P0339,5,433.95,15
I01615,O00834,P0294,1,796.2,5
I01616,O01657,P0008,4,491.54,0
I01617,O01807,P0345,2,149.32,5
I01618,O01171,P0414,3,95.87,0
I01619,O01592,P0129,3,1135.47,15
I01620,O01204,P0278,3,464.79,25
I01621,O00084,P0140,1,635.13,0
I01622,O00003,P0245,1,548.93,25
I01623,O01859,P0223,4,206.75,0
I01624,O01564,P0029,4,745.14,25
I01625,O01369,P0104,2,494.04,30
I01626,O01687,P0172,1,920.66,0
I01627,O01081,P0485,1,450.25,30
I01628,O00601,P0332,5,750.09,0
I01629,O00112,P0440,4,273.89,15
I01630,O01290,P0397,5,519.25,5
I01631,O00908,P0447,4,884.71,0
I01632,O00452,P0026,3,290.82,10
I01633,O00903,P0009,4,1195.18,30
I01634,O00120,P0145,4,958.88,0
I01635,O01768,P0372,4,600.54,0
I01636,O00040,P0306,5,332.54,0
I01637,O01485,P0382,4,908.04,15
I01638,O00330,P0473,5,342.91,30
I01639,O00540,P0035,1,1051.99,15
I01640,O01093,P0480,3,529.55,0
I01641,O00416,P0497,4,458.68,5
I01642,O01955,P0046,3,770.04,10
I01643,O00415,P0367,3,821.25,15
I01644,O01899,P0056,1,625.12,20
I01645,O01842,P0462,-5,268.07,0
I01646,O00001,P0041,4,125.66,0
I01647,O00488,P0113,5,1296.99,10
I01648,O01119,P0068,5,1129.74,10
I01649,O00447,P0193,4,312.32,0
I01650,O00608,P0457,3,1034.48,10
I01651,O01969,P0304,2,946.45,30
I01652,O01770,P0166,4,537.84,10
I01653,O01675,P0262,1,680.49,15
I01654,O00109,P0142,2,370.45,20
I01655,O01704,P0105,1,1113.26,15
I01656,O01900,P0241,2,799.5,20
I01657,O01367,P0380,5,741.61,0
I01658,O00029,P0469,2,481.54,0
I01659,O01681,P0450,5,470.03,25
I01660,O01287,P0424,2,687.07,10
I01661,O00860,P0266,2,1284.48,30
I01662,O01700,P0280,4,1115.26,30
I01663,O00873,P0225,2,875.43,25
I01664,O01737,P0125,5,1308.8,0
I01665,O00653,P0279,4,1241.15,0
I01666,O01537,P0174,4,38.53,0
I01667,O01206,P0253,5,1322.57,15
I01668,O00244,P0207,4,581.18,20
I01669,O01764,P0359,4,954.41,5
I01670,O01598,P0461,2,136.97,0
I01671,O00771,P0187,5,813.97,0
I01672,O00351,P0044,2,46.38,5
I01673,O01381,P0323,2,761.46,0
I01674,O01351,P0202,3,525.02,0
I01675,O00917,P0398,1,190.96,10
I01676,O01501,P0208,1,1166.22,25
I01677,O00357,P0334,1,195.99,30
I01678,O00815,P0072,4,351.93,30
I01679,O01210,P0489,5,664.11,10
I01680,O01248,P0121,5,773.78,10
I01681,O00034,P0402,2,1006.39,0
I01682,O01743,P0457,3,1131.7,0
I01683,O01495,P0488,2,313.92,25
I01684,O01226,P0222,3,217.25,25
I01685,O00267,P0497,3,478.86,30
I01686,O01249,P0173,5,326.32,25
I01687,O00173,P0323,3,669.64,10
I01688,O01040,P0232,4,265.1,0
I01689,O00188,P0356,3,1209.35,0
I01690,O00823,P0121,4,921.92,15
I01691,O01576,P0245,2,437.97,0
I01692,O00563,P0479,4,1030.29,0
I01693,O01474,P0494,4,1151.51,20
I01694,O00788,P0313,5,671.33,0
I01695,O01875,P0439,4,316.08,25
I01696,O00316,P0255,2,601.48,10
I01697,O01012,P0265,1,193.4,25
I01698,O00002,P0163,4,568.71,0
I01699,O00487,P0350,3,982.87,0
I01700,O00062,P0357,3,481.81,15
I01701,O00680,P0196,4,806.36,30
I01702,O00256,P0020,2,962.72,10
I01703,O01595,P0461,3,144.76,10
I01704,O01914,P0138,5,162.68,15
I01705,O00402,P0236,2,1172.35,10
I01706,O00603,P0424,2,886.31,5
I01707,O01400,P0325,5,1155.97,30
I01708,O00802,P0434,2,13.28,5
I01709,O01892,P0280,5,1410.9,0
I01710,O00534,P0175,-1,514.87,10
I01711,O00692,P0096,4,1174.92,0
I01712,O00797,P0468,2,1094.67,30
I01713,O01207,P0088,2,257.79,5
I01714,O01601,P0176,3,448.46,0
I01715,O01925,P0115,5,839.27,0
I01716,O00757,P0287,3,916.49,0
I01717,O01063,P0488,3,318.82,15
I01718,O00665,P0487,1,1144.43,30
I01719,O01584,P0165,3,963.18,10
I01720,O00628,P0115,5,589.04,0
I01721,O01050,P0450,5,504.71,0
I01722,O01872,P0475,4,1336.68,30
I01723,O00408,P0248,5,672.54,10
I01724,O01625,P0298,1,419.35,0
I01725,O00808,P0430,3,153.68,0
I01726,O00221,P0167,3,729.04,10
I01727,O01493,P0104,2,501.7,10
I01728,O01675,P0318,4,1168.02,20
I01729,O01075,P0373,1,635.3,5
I01730,O01744,P0409,3,340.06,0
I01731,O00545,P0009,2,1221.63,0
I01732,O01623,P0146,1,430.2,0
I01733,O00936,P0398,4,192.5,30
I01734,O00250,P0271,5,827.38,25
I01735,O01240,P0243,2,912.13,20
I01736,O00266,P0004,2,1052.2,25
I01737,O01571,P0270,3,205.86,15
I01738,O01916,P0084,3,936.68,25
I01739,O01589,P0415,4,392.8,15
I01740,O01770,P0030,5,592.58,25
I01741,O00922,P0213,5,665.85,20
I01742,O00344,P0144,2,680.53,20
I01743,O00691,P0362,3,227.58,25
I01744,O01205,P0324,4,170.79,10
I01745,O01614,P0408,5,734.87,10
I01746,O00624,P0092,5,969.1,0
I01747,O01420,P0496,4,125.79,10
I01748,O01743,P0014,1,303.51,0
I01749,O00629,P0022,3,113.83,5
I01750,O00476,P0301,1,857.61,5
I01751,O01692,P0068,1,1209.82,10
I01752,O00427,P0445,1,655.07,10
I01753,O01069,P0175,2,531.06,15
I01754,O01397,P0285,1,553.87,10
I01755,O01065,P0156,5,149.85,30
I01756,O01270,P0197,4,679.49,0
I01757,O01414,P0256,2,483.01,15
I01758,O01616,P0230,4,440.07,10
I01759,O01530,P0330,1,1132.21,0
I01760,O01513,P0188,2,1365.52,10
I01761,O01964,P0148,1,634.38,25
I01762,O00355,P0112,5,207.44,0
I01763,O01713,P0378,1,49.43,0
I01764,O01800,P0103,1,250.59,10
I01765,O00773,P0320,1,641.93,0
I01766,O00538,P0267,4,941.3,0
I01767,O00949,P0105,3,1128.0,0
I01768,O00966,P0273,4,582.44,25
I01769,O00934,P0362,2,203.17,0
I01770,O00951,P0461,3,133.84,10
I01771,O01152,P0383,3,644.57,20
I01772,O01767,P0070,5,637.21,0
I01773,O00185,P0167,5,680.98,20
I01774,O01135,P0196,-2,857.19,0
I01775,O01780,P0201,2,539.34,20
I01776,O00961,P0492,2,846.01,0
I01777,O00407,P0235,4,1235.17,5
I01778,O01194,P0475,2,1210.24,0
I01779,O00318,P0167,5,693.48,30
I01780,O01518,P0466,4,470.87,0
I01781,O00875,P0490,3,862.32,30
I01782,O00484,P0039,5,84.57,25
I01783,O00342,P0074,3,908.13,10
I01784,O01617,P0360,5,902.44,25
I01785,O01925,P0105,3,963.07,10
I01786,O01485,P0214,4,863.55,20
I01787,O00806,P0113,-3,1019.34,5
I01788,O00682,P0483,3,108.87,10
I01789,O01588,P0296,4,1157.69,30
I01790,O00370,P0367,4,763.64,30
I01791,O01193,P0423,4,1243.64,0
I01792,O00902,P0096,1,1192.54,0
I01793,O01366,P0029,5,820.58,20
I01794,O01020,P0389,1,987.88,5
I01795,O01675,P0252,3,740.35,0
I01796,O01938,P0297,5,587.71,5
I01797,O01664,P0067,1,101.59,0
I01798,O01494,P0407,1,891.61,25
I01799,O01810,P0097,1,959.79,10
I01800,O01243,P0390,4,825.53,25
I01801,O01166,P0258,4,108.45,10
I01802,O01516,P0351,3,728.43,25
I01803,O01306,P0183,5,578.52,15
I01804,O01716,P0474,1,374.53,5
I01805,O00619,P0009,2,940.28,15
I01806,O01173,P0331,5,232.5,10
I01807,O00711,P0057,2,608.24,5
I01808,O01841,P0447,1,934.55,0
I01809,O01183,P0399,2,286.35,30
I01810,O00050,P0384,1,245.42,10
I01811,O01339,P0102,5,970.24,5
I01812,O00403,P0030,1,523.71,30
I01813,O00170,P0213,2,713.51,30
I01814,O01982,P0256,1,341.16,0
I01815,O00310,P0204,2,597.95,0
I01816,O01776,P0107,4,366.97,15
I01817,O00286,P0239,1,895.61,0
I01818,O01380,P0311,1,738.28,0
I01819,O00215,P0058,2,1081.45,0
I01820,O01478,P0022,1,111.99,20
I01821,O01356,P0070,5,729.38,20
I01822,O01896,P0478,5,95.35,5
I01823,O00395,P0019,4,747.34,15
I01824,O00028,P0173,2,253.2,20
I01825,O01662,P0334,3,203.54,25
I01826,O01608,P0054,3,372.13,0
I01827,O00047,P0052,5,861.73,15
I01828,O01889,P0321,3,647.12,0
I01829,O00276,P0296,2,1097.62,30
I01830,O00036,P0147,5,906.15,5
I01831,O01982,P0359,3,1318.28,15
I01832,O01660,P0430,1,181.42,5
I01833,O01222,P0367,3,747.36,0
I01834,O01017,P0399,1,359.01,0
I01835,O00243,P0118,2,968.46,10
I01836,O00736,P0098,5,286.38,10
I01837,O00629,P0277,0,207.96,5
I01838,O01929,P0434,1,11.86,0
I01839,O00987,P0014,1,304.18,15
I01840,O00332,P0064,4,337.31,5
I01841,O00124,P0286,2,124.86,30
I01842,O01473,P0318,1,834.31,15
I01843,O00046,P0219,4,515.91,5
I01844,O00577,P0067,5,100.51,0
I01845,O01952,P0176,2,411.18,0
I01846,O01775,P0114,3,55.43,0
I01847,O00035,P0128,5,132.72,10
I01848,O01960,P0465,4,583.51,30
I01849,O00925,P0469,3,609.65,15
I01850,O01276,P0458,1,954.3,10
I01851,O01595,P0227,3,333.55,10
I01852,O00354,P0146,2,353.62,10
I01853,O00281,P0246,3,1315.74,20
I01854,O00091,P0223,5,159.23,0
I01855,O01605,P0394,5,296.42,0
I01856,O01651,P0020,4,1046.43,25
I01857,O00817,P0118,3,685.15,0
I01858,O01058,P0251,1,196.5,25
I01859,O01664,P0007,3,94.59,20
I01860,O00063,P0055,1,182.85,10
I01861,O00173,P0361,2,808.35,25
I01862,O00209,P0022,2,127.17,0
I01863,O00681,P0237,1,900.24,0
I01864,O00740,P0417,5,962.23,10
I01865,O01641,P0252,4,628.89,0
I01866,O00051,P0059,1,836.76,30
I01867,O01089,P0223,5,173.46,10
I01868,O00880,P0229,5,668.59,10
I01869,O00247,P0255,5,449.07,0
I01870,O01375,P0171,2,431.11,30
I01871,O01659,P0207,4,467.54,10
I01872,O00807,P0430,4,158.45,0
I01873,O00132,P0041,5,113.6,5
I01874,O01749,P0426,4,316.23,0
I01875,O00545,P0017,4,901.86,15
I01876,O01977,P0218,-3,687.11,30
I01877,O01629,P0013,1,399.49,0
I01878,O01366,P0229,4,713.4,0
I01879,O00041,P0468,3,837.19,30
I01880,O01929,P0121,5,810.05,0
I01881,O01551,P0421,3,134.16,30
I01882,O01368,P0002,1,951.82,10
I01883,O00524,P0402,5,858.36,30
I01884,O01208,P0257,3,174.69,30
I01885,O01869,P0421,4,123.39,30
I01886,O01309,P0271,2,839.09,0
I01887,O00900,P0102,1,964.48,15
I01888,O01536,P0196,3,769.5,0
I01889,O01957,P0211,1,37.46,0
I01890,O01951,P0111,1,779.05,20
I01891,O00509,P0246,-2,1190.46,0
I01892,O00375,P0391,2,134.06,25
I01893,O00593,P0343,-5,993.46,30
I01894,O01251,P0467,4,995.91,0
I01895,O01866,P0035,3,1030.1,0
I01896,O01958,P0453,2,68.34,0
I01897,O01056,P0110,4,458.07,25
I01898,O00183,P0433,4,1035.0,0
I01899,O01363,P0431,1,758.13,10
I01900,O01848,P0049,5,337.03,0
I01901,O01438,P0121,5,754.49,30
I01902,O01813,P0263,5,202.9,20
I01903,O00230,P0462,1,254.9,20
I01904,O01713,P0493,5,363.65,25
I01905,O00594,P0321,5,663.22,0
I01906,O00145,P0418,5,1310.79,15
I01907,O01096,P0458,2,773.91,0
I01908,O01940,P0389,3,828.87,25
I01909,O00478,P0263,5,214.0,20
I01910,O00897,P0498,1,823.53,25
I01911,O00053,P0089,3,935.71,25
I01912,O00656,P0024,4,321.83,0
I01913,O01725,P0425,2,1233.68,15
I01914,O01220,P0289,4,143.49,0
I01915,O00173,P0392,2,534.37,25
I01916,O01674,P0457,5,969.27,10
I01917,O01374,P0406,4,717.48,25
I01918,O00949,P0463,4,218.85,30
I01919,O01906,P0483,4,161.68,0
I01920,O00727,P0137,2,282.2,0
I01921,O00182,P0133,5,1320.82,15
I01922,O00091,P0058,4,1068.76,25
I01923,O00999,P0329,3,188.29,25
I01924,O01481,P0286,4,111.31,10
I01925,O00943,P0055,5,236.56,15
I01926,O00093,P0094,5,949.38,15
I01927,O01711,P0360,5,803.65,15
I01928,O01476,P0197,3,725.33,30
I01929,O00928,P0439,-6,328.85,10
I01930,O00024,P0078,2,697.54,25
I01931,O00292,P0174,2,36.34,10
I01932,O01691,P0297,4,549.64,10
I01933,O00001,P0278,5,550.82,30
I01934,O00455,P0492,3,1112.63,25
I01935,O01028,P0205,2,1185.87,30
I01936,O00282,P0022,3,152.08,15
I01937,O01542,P0246,5,996.14,20
I01938,O00871,P0309,1,1130.84,30
I01939,O00615,P0427,1,698.07,5
I01940,O01836,P0425,2,917.01,10
I01941,O01229,P0339,2,527.68,5
I01942,O00477,P0366,2,912.72,20
I01943,O00001,P0369,3,761.45,0
I01944,O00522,P0128,3,131.76,25
I01945,O00681,P0462,-5,345.91,0
I01946,O00571,P0185,3,173.91,20
I01947,O01263,P0075,1,248.73,15
I01948,O01788,P0163,2,562.08,10
I01949,O01162,P0141,4,221.44,15
I01950,O01548,P0433,4,983.36,0
I01951,O01434,P0396,3,239.28,30
I01952,O01120,P0276,1,1218.09,25
I01953,O01494,P0278,1,639.44,15
I01954,O00298,P0237,1,940.3,10
I01955,O00848,P0041,5,117.93,0
I01956,O00669,P0404,5,482.84,0
I01957,O00772,P0471,3,1117.14,25
I01958,O01103,P0217,5,96.7,5
I01959,O00811,P0358,5,461.59,25
I01960,O01038,P0226,4,1087.36,30
I01961,O01776,P0160,1,667.48,10
I01962,O00643,P0175,1,554.15,0
I01963,O01480,P0064,5,373.28,0
I01964,O01600,P0030,4,570.37,10
I01965,O00782,P0127,1,1081.91,10
I01966,O00161,P0059,4,640.67,0
I01967,O01102,P0117,5,881.88,15
I01968,O00510,P0107,4,411.85,0
I01969,O00533,P0052,3,1036.77,10
I01970,O00995,P0307,1,641.45,0
I01971,O01334,P0013,5,376.15,10
I01972,O01087,P0414,5,80.98,10
I01973,O01886,P0092,4,792.84,15
I01974,O01609,P0350,5,1072.72,30
I01975,O00841,P0223,1,193.31,10
I01976,O00332,P0405,1,907.84,10
I01977,O00746,P0162,4,321.0,20
I01978,O00060,P0481,-4,1132.5,20
I01979,O01573,P0401,3,814.05,5
I01980,O01650,P0099,5,1162.81,0
I01981,O01756,P0218,3,697.15,10
I01982,O00781,P0410,2,160.22,0
I01983,O01435,P0395,3,66.37,0
I01984,O00685,P0056,5,607.21,30
I01985,O00110,P0178,1,977.72,15
I01986,O00243,P0083,2,1211.37,0
I01987,O01561,P0151,4,1020.47,15
I01988,O01422,P0494,4,1269.28,10
I01989,O00648,P0206,5,112.22,0
I01990,O99914,P0200,2,603.01,10
I01991,O00190,P0364,3,104.04,25
I01992,O01093,P0418,5,1374.08,15
I01993,O01853,P0031,5,512.87,0
I01994,O01058,P0056,4,627.0,20
I01995,O01145,P0365,2,365.74,5
I01996,O01184,P0448,-5,640.59,10
I01997,O01838,P0228,1,244.25,10
I01998,O01472,P0229,4,588.39,10
I01999,O01663,P0437,4,782.59,0
I02000,O01884,P0076,2,886.24,0
I02001,O00469,P0105,4,1049.64,10
I02002,O01427,P0117,5,756.58,15
I02003,O00099,P0444,4,558.93,25
I02004,O01302,P0180,2,1308.6,10
I02005,O00359,P0136,3,1237.57,0
I02006,O01423,P0064,2,381.57,25
I02007,O00742,P0167,3,914.98,0
I02008,O00880,P0017,-3,1172.84,10
I02009,O01336,P0335,4,642.71,10
I02010,O00404,P0379,1,668.71,0
I02011,O00316,P0072,4,445.24,10
I02012,O01568,P0395,4,69.62,30
I02013,O00174,P0376,4,706.71,20
I02014,O01565,P0462,2,329.35,5
I02015,O01314,P0341,2,610.66,20
I02016,O01777,P0087,5,278.71,25
I02017,O01679,P0195,1,820.25,20
I02018,O01342,P0182,5,1056.88,0
I02019,O01243,P0411,4,177.86,5
I02020,O00674,P0424,2,642.78,0
I02021,O01624,P0198,2,903.73,10
I02022,O01700,P0369,2,805.0,10
I02023,O00678,P0320,2,887.71,10
I02024,O01886,P0007,1,76.51,25
I02025,O00812,P0036,4,595.37,20
I02026,O01854,P0259,1,357.96,15
I02027,O00572,P0177,3,42.41,10
I02028,O00737,P0470,3,1006.47,10
I02029,O01089,P0219,2,370.17,25
I02030,O00136,P0451,4,828.62,30
I02031,O01443,P0318,5,897.41,0
I02032,O01334,P0008,3,506.89,5
I02033,O00302,P0330,5,1217.82,20
I02034,O01354,P0492,3,998.15,25
I02035,O01275,P0377,5,828.08,30
I02036,O01081,P0218,5,977.63,0
I02037,O01415,P0454,5,194.61,0
I02038,O00645,P0157,4,256.01,30
I02039,O00982,P0360,1,649.35,10
I02040,O00282,P0430,3,159.22,15
I02041,O00184,P0120,5,649.91,25
I02042,O01456,P0383,3,642.45,0
I02043,O00418,P0138,5,154.08,5
I02044,O01068,P0304,2,1131.36,5
I02045,O00310,P0291,1,1321.23,25
I02046,O01885,P0256,2,330.92,30
I02047,O01059,P0108,5,59.02,0
I02048,O01893,P0365,2,377.99,0
I02049,O01672,P0075,1,233.22,0
I02050,O01821,P0095,1,686.65,0
I02051,O00791,P0033,4,1244.24,15
I02052,O01864,P0195,1,645.98,25
I02053,O01376,P0431,-5,924.28,20
I02054,O00023,P0367,5,668.69,0
I02055,O00764,P0419,4,913.4,0
I02056,O01484,P0148,2,592.04,25
I02057,O01331,P0149,2,1011.55,0
I02058,O00098,P0302,4,874.0,10
I02059,O01570,P0216,5,73.09,0
I02060,O00837,P0100,5,88.71,10
I02061,O00201,P0427,1,905.41,0
I02062,O00035,P0102,4,1070.23,15
I02063,O00758,P0469,3,480.6,10
I02064,O00777,P0488,4,330.43,0
I02065,O01412,P0170,1,621.2,15
I02066,O01369,P0222,4,217.07,15
I02067,O00027,P0138,4,151.18,10
I02068,O01452,P0154,-1,27.44,5
I02069,O00916,P0145,5,802.8,10
I02070,O01676,P0052,5,989.01,10
I02071,O00086,P0396,5,249.06,30
I02072,O01151,P0008,2,454.22,15
